 0.10744093; 0.18148969; 0.1337149
 0.11125616; 0.18945038; 0.14152265
 0.11604005; 0.20072773; 0.14808039
 0.12170326; 0.21555845; 0.15299451
 0.12809271; 0.23381919; 0.15718059
 0.13476521; 0.254437; 0.16146819
 0.14159222; 0.27452907; 0.16553761
 0.14841424; 0.29258692; 0.16949625
 0.15471385; 0.3070789; 0.17380963
 0.16003047; 0.31420258; 0.17884901
 0.16477887; 0.31552976; 0.18465891
 0.16931167; 0.3118991; 0.19136043
 0.17341983; 0.30436093; 0.19856755
 0.17728512; 0.29494864; 0.20577778
 0.18154515; 0.28588876; 0.21220571
 0.18664724; 0.27816865; 0.21822441
 0.19229634; 0.27175796; 0.22394404
 0.19824135; 0.2663303; 0.22921002
 0.2041911; 0.26236475; 0.23451768
 0.20996097; 0.25984395; 0.24044029
 0.21601056; 0.25904408; 0.24759097
 0.22291714; 0.26027361; 0.25590575
 0.23130628; 0.26368624; 0.26528409
 0.24074949; 0.26967406; 0.2744216
 0.25079298; 0.27739134; 0.28298622
 0.26129454; 0.2860643; 0.29056588
 0.27210599; 0.29597396; 0.29664648
 0.28243971; 0.30744672; 0.30159831
 0.29147351; 0.3207399; 0.30550534
 0.29906559; 0.3339403; 0.30818614
 0.30509186; 0.34655997; 0.30947343
 0.31002164; 0.35843495; 0.30984345
 0.31471661; 0.36962065; 0.31013519
 0.31959948; 0.38018823; 0.31161192
 0.32529372; 0.39029211; 0.31597647
 0.33226511; 0.40003452; 0.32258257
 0.3403759; 0.40907177; 0.33122337
 0.349489; 0.41763854; 0.34159046
 0.35952392; 0.42592329; 0.35348898
 0.37040061; 0.43413231; 0.36674932
 0.38199392; 0.44249433; 0.38113692
 0.3939347; 0.45179623; 0.39665207
 0.40580627; 0.46259034; 0.41329506
 0.41765487; 0.47536421; 0.43013224
 0.42950493; 0.48945805; 0.44592372
 0.44138184; 0.50413293; 0.45882881
 0.45352197; 0.51859689; 0.46967641
 0.46589905; 0.53197801; 0.47920594
 0.4783982; 0.544186; 0.48873377
 0.49091184; 0.55523062; 0.49877656
 0.50327688; 0.56559324; 0.50987637
 0.51529467; 0.57573372; 0.52062386
 0.52681386; 0.58627373; 0.53010958
 0.53763264; 0.59723228; 0.53855902
 0.54699099; 0.60851473; 0.54639161
 0.55540437; 0.6197288; 0.55386436
 0.56360042; 0.63075167; 0.56121278
 0.5723362; 0.64097178; 0.56909269
 0.58236271; 0.64982271; 0.57812947
 0.59413236; 0.65744478; 0.58849686
 0.6073041; 0.66493136; 0.59911156
 0.62147474; 0.67307079; 0.60993063
 0.63638443; 0.68267119; 0.62064523
 0.65176171; 0.69293618; 0.63118637
 0.66770059; 0.70342726; 0.64150083
 0.68432587; 0.71393144; 0.65151322
 0.70177519; 0.72422701; 0.66115344
 0.72015655; 0.73411244; 0.67036527
 0.73962659; 0.74335539; 0.67886585
 0.75982279; 0.75170702; 0.68690473
 0.78035831; 0.76142794; 0.69464266
 0.80084038; 0.77483463; 0.70222121
 0.82084703; 0.79118592; 0.7101205
 0.839975; 0.80961627; 0.71994179
 0.85786271; 0.82931268; 0.73339379
 0.87412214; 0.84939575; 0.75260991
 0.8892889; 0.868922; 0.77640855
 0.90383244; 0.88815367; 0.80381316
 0.9182685; 0.90738946; 0.83371073
 0.93308127; 0.92669237; 0.86525053
 0.94860053; 0.94612491; 0.89752066
 0.96475244; 0.96575582; 0.93025255
 0.98145217; 0.98550087; 0.96274126
 0.99860603; 1.0060949; 0.99405634
 1.0161384; 1.0261074; 1.0228131
 1.0339549; 1.0453422; 1.0496169
 1.0519547; 1.0635725; 1.0742604
 1.0703163; 1.0805377; 1.0964041
 1.0892165; 1.0960625; 1.1158583
 1.1088436; 1.1103494; 1.1323045
 1.1286206; 1.1236085; 1.145463
 1.1491616; 1.1361049; 1.1552131
 1.1711268; 1.1487024; 1.1615497
 1.1945977; 1.1622846; 1.1646422
 1.218582; 1.1768064; 1.1648315
 1.2430724; 1.1922448; 1.1645665
 1.2680446; 1.2085837; 1.1663285
 1.2934674; 1.2260224; 1.1699555
 1.3193187; 1.2448113; 1.1753913
 1.3455693; 1.2626257; 1.1831408
 1.3722063; 1.2790579; 1.1939249
 1.3991799; 1.2925897; 1.2086184
 1.4264627; 1.3036833; 1.2276043
 1.4540219; 1.3129274; 1.2487261
 1.4818317; 1.3208206; 1.2710675
 1.5098374; 1.327595; 1.293633
 1.5380114; 1.333542; 1.314491
 1.566313; 1.3388915; 1.333127
 1.5946969; 1.3439003; 1.3489835
 1.6231157; 1.3488177; 1.3616651
 1.6522359; 1.3538951; 1.3713053
 1.6816937; 1.359374; 1.3780791
 1.7111499; 1.3654904; 1.3845967
 1.7402135; 1.3724906; 1.3934025
 1.768482; 1.3806238; 1.4048418
 1.7962079; 1.3901138; 1.4198877
 1.8236461; 1.4017309; 1.439696
 1.8510005; 1.4174237; 1.4654926
 1.8785691; 1.4390672; 1.4953684
 1.9062947; 1.4688425; 1.5274891
 1.9341581; 1.5038412; 1.5620629
 1.9621236; 1.5408998; 1.5992228
 1.9901478; 1.5797547; 1.6392071
 2.0181818; 1.6201134; 1.6798421
 2.0462127; 1.6616611; 1.7188451
 2.0741763; 1.7040519; 1.7537067
 2.1030586; 1.7479676; 1.7830769
 2.1342936; 1.7935996; 1.8070787
 2.1694415; 1.8411915; 1.8259538
 2.2101707; 1.8886664; 1.8413572
 2.2580678; 1.9348837; 1.8550737
 2.3140199; 1.9788822; 1.8688371
 2.3790815; 2.0195994; 1.8851267
 2.4541366; 2.0560946; 1.9062871
 2.5405233; 2.0872638; 1.9323473
 2.6366429; 2.11198; 1.9633822
 2.7405005; 2.1316218; 1.9982532
 2.8500042; 2.1474531; 2.0359147
 2.9626627; 2.1607804; 2.0753171
 3.0757074; 2.1736951; 2.1157353
 3.1858821; 2.1861637; 2.1564054
 3.2895253; 2.1983471; 2.1964977
 3.3830886; 2.2104034; 2.2351975
 3.4623823; 2.2225049; 2.2716548
 3.5231643; 2.2348216; 2.3051777
 3.5674424; 2.2480111; 2.335144
 3.5970533; 2.2627511; 2.3611958
 3.6141043; 2.2797306; 2.3829494
 3.6211514; 2.3005326; 2.4002106
 3.6205578; 2.3281479; 2.4126313
 3.6147132; 2.3657403; 2.4199345
 3.6061006; 2.4108756; 2.4271879
 3.5970531; 2.4612732; 2.4328902
 3.589911; 2.5132818; 2.4396446
 3.5868025; 2.5630326; 2.4499555
 3.5872359; 2.6063156; 2.4653387
 3.5907016; 2.6371846; 2.4850256
 3.5966294; 2.6603441; 2.5081179
 3.6043668; 2.6777611; 2.5325418
 3.613236; 2.6914861; 2.5561678
 3.6225328; 2.7036824; 2.5802944
 3.6315649; 2.7164392; 2.6062336
 3.6397135; 2.7319281; 2.6353457
 3.6463161; 2.7521806; 2.6689532
 3.6507142; 2.7794316; 2.7054877
 3.6522264; 2.8160179; 2.7432706
 3.6515446; 2.8641613; 2.7805786
 3.6491809; 2.9266038; 2.8165269
 3.6457596; 2.9959128; 2.8501496
 3.6418676; 3.0707374; 2.8816233
 3.6380084; 3.1496816; 2.9124076
 3.6347945; 3.2312739; 2.9440465
 3.6327286; 3.3153543; 2.9780848
 3.632345; 3.4019151; 3.0165203
 3.6341732; 3.4908454; 3.0614984
 3.638721; 3.58199; 3.1150503
 3.6464689; 3.6752813; 3.1826136
 3.6577027; 3.7705483; 3.2603936
 3.6725714; 3.8676968; 3.3441794
 3.6913502; 3.9665241; 3.429599
 3.7142625; 4.0668344; 3.5127351
 3.7415745; 4.1684489; 3.5924125
 3.7735393; 4.2711701; 3.6672175
 3.8105009; 4.3747692; 3.7356856
 3.8527117; 4.4790072; 3.7968595
 3.9005468; 4.5835958; 3.8496428
 3.9544387; 4.6882434; 3.8928525
 4.0146904; 4.7927446; 3.9248433
 4.0817723; 4.8967395; 3.9513063
 4.156261; 4.9959707; 3.9776495
 4.2385316; 5.0862246; 4.0083594
 4.3292894; 5.1628013; 4.0453262
 4.4292712; 5.208868; 4.090549
 4.5391016; 5.2085571; 4.1504045
 4.6590405; 5.1931009; 4.2231388
 4.7892585; 5.1713238; 4.3068471
 4.9298091; 5.1520205; 4.3986373
 5.080884; 5.1435499; 4.495626
 5.2427516; 5.1544037; 4.5946674
 5.4155412; 5.1925159; 4.6923766
 5.5994644; 5.2670083; 4.7851367
 5.7947478; 5.3840528; 4.8690419
 6.0014763; 5.550056; 4.9403625
 6.2198949; 5.7741976; 5.0185084
 6.4501748; 6.0682302; 5.1226621
 6.6923175; 6.4454927; 5.2754979
 6.946454; 6.9251842; 5.5180821
 7.2126765; 7.532608; 5.8734803
 7.491024; 8.2988958; 6.3710842
 7.7813053; 9.2470798; 7.0532293
 8.083519; 10.405034; 7.9306288
